,A.RTL1,A.RTL2,A.RTL3,A.RTL4,A.FLIP1,A.FLIP2,A.FLIP3,A.FLIPGeneral,A.ALTHOLD1,A.ALTHOLD2,A.CIRCLE1,A.CIRCLE2,A.CIRCLE3,A.CIRCLE4,A.CIRCLE5,A.CIRCLE6,A.CIRCLE7,A.LAND1,A.LAND2,A.AUTO1,A.BRAKE1,A.DRIFT1,A.LOITER1,A.GUIDED1,A.SPORT1,A.RC.FS1,A.RC.FS2,A.CHUTE1,A.GPS.FS1,A.GPS.FS2
118,"('MAV_CMD_DO_TRIGGER_CONTROL', 0.0)","('MAV_CMD_START_RX_PAIR', 0.0)","('MAV_CMD_IMAGE_STOP_CAPTURE', 0.0)","('MAV_CMD_ILLUMINATOR_ON_OFF', 0.0)","('MAV_CMD_DO_TRIGGER_CONTROL', 0.0)","('MAV_CMD_CAMERA_STOP_TRACKING', 0.0)","('MAV_CMD_REQUEST_AUTOPILOT_CAPABILITIES', 0.0)","('MAV_CMD_START_RX_PAIR', 0.0)","('MAV_CMD_REQUEST_CAMERA_INFORMATION', 0.0)","('MAV_CMD_REQUEST_PROTOCOL_VERSION', 0.0)","('MAV_CMD_VIDEO_START_CAPTURE', 0.0)","('MAV_CMD_CAMERA_STOP_TRACKING', 0.0)","('MAV_CMD_VIDEO_START_CAPTURE', 0.0)","('MAV_CMD_VIDEO_START_CAPTURE', 0.0)","('MAV_CMD_VIDEO_START_CAPTURE', 0.0)","('MAV_CMD_VIDEO_START_CAPTURE', 0.0)","('MAV_CMD_VIDEO_START_CAPTURE', 0.0)","('MAV_CMD_REQUEST_PROTOCOL_VERSION', 0.0)","('MAV_CMD_REQUEST_PROTOCOL_VERSION', 0.0)","('MAV_CMD_CAMERA_STOP_TRACKING', 0.0)","('MAV_CMD_START_RX_PAIR', 0.0)","('MAV_CMD_REQUEST_MESSAGE', 0.0)","('MAV_CMD_REQUEST_AUTOPILOT_CAPABILITIES', 0.0)","('MAV_CMD_REQUEST_MESSAGE', 0.0)","('MAV_CMD_REQUEST_PROTOCOL_VERSION', 0.0)","('MAV_CMD_REQUEST_PROTOCOL_VERSION', 0.0)","('MAV_CMD_IMAGE_STOP_CAPTURE', 0.0)","('MAV_CMD_REQUEST_MESSAGE', 0.0)","('MAV_CMD_REQUEST_MESSAGE', 0.0)","('MAV_CMD_GET_MESSAGE_INTERVAL', 0.0)"
119,"('MAV_CMD_CAMERA_TRACK_POINT', 0.0)","('MAV_CMD_GET_MESSAGE_INTERVAL', 0.0)","('MAV_CMD_REQUEST_CAMERA_IMAGE_CAPTURE', 0.0)","('MAV_CMD_INJECT_FAILURE', 0.0)","('MAV_CMD_CAMERA_TRACK_POINT', 0.0)","('MAV_CMD_VIDEO_START_CAPTURE', 0.0)","('MAV_CMD_REQUEST_CAMERA_INFORMATION', 0.0)","('MAV_CMD_GET_MESSAGE_INTERVAL', 0.0)","('MAV_CMD_REQUEST_CAMERA_SETTINGS', 0.0)","('MAV_CMD_REQUEST_AUTOPILOT_CAPABILITIES', 0.0)","('MAV_CMD_VIDEO_STOP_CAPTURE', 0.0)","('MAV_CMD_VIDEO_START_CAPTURE', 0.0)","('MAV_CMD_VIDEO_STOP_CAPTURE', 0.0)","('MAV_CMD_VIDEO_STOP_CAPTURE', 0.0)","('MAV_CMD_VIDEO_STOP_CAPTURE', 0.0)","('MAV_CMD_VIDEO_STOP_CAPTURE', 0.0)","('MAV_CMD_VIDEO_STOP_CAPTURE', 0.0)","('MAV_CMD_REQUEST_AUTOPILOT_CAPABILITIES', 0.0)","('MAV_CMD_REQUEST_AUTOPILOT_CAPABILITIES', 0.0)","('MAV_CMD_VIDEO_START_CAPTURE', 0.0)","('MAV_CMD_GET_MESSAGE_INTERVAL', 0.0)","('MAV_CMD_REQUEST_PROTOCOL_VERSION', 0.0)","('MAV_CMD_REQUEST_CAMERA_INFORMATION', 0.0)","('MAV_CMD_REQUEST_PROTOCOL_VERSION', 0.0)","('MAV_CMD_REQUEST_AUTOPILOT_CAPABILITIES', 0.0)","('MAV_CMD_REQUEST_AUTOPILOT_CAPABILITIES', 0.0)","('MAV_CMD_REQUEST_CAMERA_IMAGE_CAPTURE', 0.0)","('MAV_CMD_REQUEST_PROTOCOL_VERSION', 0.0)","('MAV_CMD_REQUEST_PROTOCOL_VERSION', 0.0)","('MAV_CMD_SET_MESSAGE_INTERVAL', 0.0)"
120,"('MAV_CMD_CAMERA_TRACK_RECTANGLE', 0.0)","('MAV_CMD_SET_MESSAGE_INTERVAL', 0.0)","('MAV_CMD_DO_TRIGGER_CONTROL', 0.0)","('MAV_CMD_START_RX_PAIR', 0.0)","('MAV_CMD_CAMERA_TRACK_RECTANGLE', 0.0)","('MAV_CMD_VIDEO_START_STREAMING', 0.0)","('MAV_CMD_REQUEST_CAMERA_SETTINGS', 0.0)","('MAV_CMD_SET_MESSAGE_INTERVAL', 0.0)","('MAV_CMD_REQUEST_STORAGE_INFORMATION', 0.0)","('MAV_CMD_REQUEST_CAMERA_INFORMATION', 0.0)","('MAV_CMD_VIDEO_START_STREAMING', 0.0)","('MAV_CMD_VIDEO_STOP_CAPTURE', 0.0)","('MAV_CMD_VIDEO_START_STREAMING', 0.0)","('MAV_CMD_VIDEO_START_STREAMING', 0.0)","('MAV_CMD_VIDEO_START_STREAMING', 0.0)","('MAV_CMD_VIDEO_START_STREAMING', 0.0)","('MAV_CMD_VIDEO_START_STREAMING', 0.0)","('MAV_CMD_REQUEST_CAMERA_INFORMATION', 0.0)","('MAV_CMD_REQUEST_CAMERA_INFORMATION', 0.0)","('MAV_CMD_VIDEO_STOP_CAPTURE', 0.0)","('MAV_CMD_SET_MESSAGE_INTERVAL', 0.0)","('MAV_CMD_REQUEST_AUTOPILOT_CAPABILITIES', 0.0)","('MAV_CMD_REQUEST_CAMERA_SETTINGS', 0.0)","('MAV_CMD_REQUEST_AUTOPILOT_CAPABILITIES', 0.0)","('MAV_CMD_REQUEST_CAMERA_INFORMATION', 0.0)","('MAV_CMD_REQUEST_CAMERA_INFORMATION', 0.0)","('MAV_CMD_DO_TRIGGER_CONTROL', 0.0)","('MAV_CMD_REQUEST_AUTOPILOT_CAPABILITIES', 0.0)","('MAV_CMD_REQUEST_AUTOPILOT_CAPABILITIES', 0.0)","('MAV_CMD_REQUEST_MESSAGE', 0.0)"
121,"('MAV_CMD_CAMERA_STOP_TRACKING', 0.0)","('MAV_CMD_REQUEST_MESSAGE', 0.0)","('MAV_CMD_CAMERA_TRACK_POINT', 0.0)","('MAV_CMD_GET_MESSAGE_INTERVAL', 0.0)","('MAV_CMD_CAMERA_STOP_TRACKING', 0.0)","('MAV_CMD_VIDEO_STOP_STREAMING', 0.0)","('MAV_CMD_REQUEST_STORAGE_INFORMATION', 0.0)","('MAV_CMD_REQUEST_MESSAGE', 0.0)","('MAV_CMD_STORAGE_FORMAT', 0.0)","('MAV_CMD_REQUEST_CAMERA_SETTINGS', 0.0)","('MAV_CMD_VIDEO_STOP_STREAMING', 0.0)","('MAV_CMD_VIDEO_START_STREAMING', 0.0)","('MAV_CMD_VIDEO_STOP_STREAMING', 0.0)","('MAV_CMD_VIDEO_STOP_STREAMING', 0.0)","('MAV_CMD_VIDEO_STOP_STREAMING', 0.0)","('MAV_CMD_VIDEO_STOP_STREAMING', 0.0)","('MAV_CMD_VIDEO_STOP_STREAMING', 0.0)","('MAV_CMD_REQUEST_CAMERA_SETTINGS', 0.0)","('MAV_CMD_REQUEST_CAMERA_SETTINGS', 0.0)","('MAV_CMD_VIDEO_START_STREAMING', 0.0)","('MAV_CMD_REQUEST_MESSAGE', 0.0)","('MAV_CMD_REQUEST_CAMERA_INFORMATION', 0.0)","('MAV_CMD_REQUEST_STORAGE_INFORMATION', 0.0)","('MAV_CMD_REQUEST_CAMERA_INFORMATION', 0.0)","('MAV_CMD_REQUEST_CAMERA_SETTINGS', 0.0)","('MAV_CMD_REQUEST_CAMERA_SETTINGS', 0.0)","('MAV_CMD_CAMERA_TRACK_POINT', 0.0)","('MAV_CMD_REQUEST_CAMERA_INFORMATION', 0.0)","('MAV_CMD_REQUEST_CAMERA_INFORMATION', 0.0)","('MAV_CMD_REQUEST_PROTOCOL_VERSION', 0.0)"
122,"('MAV_CMD_VIDEO_START_CAPTURE', 0.0)","('MAV_CMD_REQUEST_PROTOCOL_VERSION', 0.0)","('MAV_CMD_CAMERA_TRACK_RECTANGLE', 0.0)","('MAV_CMD_SET_MESSAGE_INTERVAL', 0.0)","('MAV_CMD_VIDEO_START_CAPTURE', 0.0)","('MAV_CMD_REQUEST_VIDEO_STREAM_INFORMATION', 0.0)","('MAV_CMD_STORAGE_FORMAT', 0.0)","('MAV_CMD_REQUEST_PROTOCOL_VERSION', 0.0)","('MAV_CMD_REQUEST_CAMERA_CAPTURE_STATUS', 0.0)","('MAV_CMD_REQUEST_STORAGE_INFORMATION', 0.0)","('MAV_CMD_REQUEST_VIDEO_STREAM_INFORMATION', 0.0)","('MAV_CMD_VIDEO_STOP_STREAMING', 0.0)","('MAV_CMD_REQUEST_VIDEO_STREAM_INFORMATION', 0.0)","('MAV_CMD_REQUEST_VIDEO_STREAM_INFORMATION', 0.0)","('MAV_CMD_REQUEST_VIDEO_STREAM_INFORMATION', 0.0)","('MAV_CMD_REQUEST_VIDEO_STREAM_INFORMATION', 0.0)","('MAV_CMD_REQUEST_VIDEO_STREAM_INFORMATION', 0.0)","('MAV_CMD_REQUEST_STORAGE_INFORMATION', 0.0)","('MAV_CMD_REQUEST_STORAGE_INFORMATION', 0.0)","('MAV_CMD_VIDEO_STOP_STREAMING', 0.0)","('MAV_CMD_REQUEST_PROTOCOL_VERSION', 0.0)","('MAV_CMD_REQUEST_CAMERA_SETTINGS', 0.0)","('MAV_CMD_STORAGE_FORMAT', 0.0)","('MAV_CMD_REQUEST_CAMERA_SETTINGS', 0.0)","('MAV_CMD_REQUEST_STORAGE_INFORMATION', 0.0)","('MAV_CMD_REQUEST_STORAGE_INFORMATION', 0.0)","('MAV_CMD_CAMERA_TRACK_RECTANGLE', 0.0)","('MAV_CMD_REQUEST_CAMERA_SETTINGS', 0.0)","('MAV_CMD_REQUEST_CAMERA_SETTINGS', 0.0)","('MAV_CMD_REQUEST_AUTOPILOT_CAPABILITIES', 0.0)"
123,"('MAV_CMD_VIDEO_START_STREAMING', 0.0)","('MAV_CMD_REQUEST_AUTOPILOT_CAPABILITIES', 0.0)","('MAV_CMD_CAMERA_STOP_TRACKING', 0.0)","('MAV_CMD_REQUEST_MESSAGE', 0.0)","('MAV_CMD_VIDEO_START_STREAMING', 0.0)","('MAV_CMD_REQUEST_VIDEO_STREAM_STATUS', 0.0)","('MAV_CMD_REQUEST_CAMERA_CAPTURE_STATUS', 0.0)","('MAV_CMD_REQUEST_AUTOPILOT_CAPABILITIES', 0.0)","('MAV_CMD_REQUEST_FLIGHT_INFORMATION', 0.0)","('MAV_CMD_STORAGE_FORMAT', 0.0)","('MAV_CMD_REQUEST_VIDEO_STREAM_STATUS', 0.0)","('MAV_CMD_REQUEST_VIDEO_STREAM_INFORMATION', 0.0)","('MAV_CMD_REQUEST_VIDEO_STREAM_STATUS', 0.0)","('MAV_CMD_REQUEST_VIDEO_STREAM_STATUS', 0.0)","('MAV_CMD_REQUEST_VIDEO_STREAM_STATUS', 0.0)","('MAV_CMD_REQUEST_VIDEO_STREAM_STATUS', 0.0)","('MAV_CMD_REQUEST_VIDEO_STREAM_STATUS', 0.0)","('MAV_CMD_STORAGE_FORMAT', 0.0)","('MAV_CMD_STORAGE_FORMAT', 0.0)","('MAV_CMD_REQUEST_VIDEO_STREAM_INFORMATION', 0.0)","('MAV_CMD_REQUEST_AUTOPILOT_CAPABILITIES', 0.0)","('MAV_CMD_REQUEST_STORAGE_INFORMATION', 0.0)","('MAV_CMD_REQUEST_CAMERA_CAPTURE_STATUS', 0.0)","('MAV_CMD_REQUEST_STORAGE_INFORMATION', 0.0)","('MAV_CMD_STORAGE_FORMAT', 0.0)","('MAV_CMD_STORAGE_FORMAT', 0.0)","('MAV_CMD_CAMERA_STOP_TRACKING', 0.0)","('MAV_CMD_REQUEST_STORAGE_INFORMATION', 0.0)","('MAV_CMD_REQUEST_STORAGE_INFORMATION', 0.0)","('MAV_CMD_REQUEST_CAMERA_INFORMATION', 0.0)"
124,"('MAV_CMD_VIDEO_STOP_STREAMING', 0.0)","('MAV_CMD_REQUEST_CAMERA_INFORMATION', 0.0)","('MAV_CMD_VIDEO_START_CAPTURE', 0.0)","('MAV_CMD_REQUEST_PROTOCOL_VERSION', 0.0)","('MAV_CMD_VIDEO_STOP_STREAMING', 0.0)","('MAV_CMD_LOGGING_START', 0.0)","('MAV_CMD_REQUEST_FLIGHT_INFORMATION', 0.0)","('MAV_CMD_REQUEST_CAMERA_INFORMATION', 0.0)","('MAV_CMD_RESET_CAMERA_SETTINGS', 0.0)","('MAV_CMD_REQUEST_CAMERA_CAPTURE_STATUS', 0.0)","('MAV_CMD_LOGGING_START', 0.0)","('MAV_CMD_REQUEST_VIDEO_STREAM_STATUS', 0.0)","('MAV_CMD_LOGGING_START', 0.0)","('MAV_CMD_LOGGING_START', 0.0)","('MAV_CMD_LOGGING_START', 0.0)","('MAV_CMD_LOGGING_START', 0.0)","('MAV_CMD_LOGGING_START', 0.0)","('MAV_CMD_REQUEST_CAMERA_CAPTURE_STATUS', 0.0)","('MAV_CMD_REQUEST_CAMERA_CAPTURE_STATUS', 0.0)","('MAV_CMD_REQUEST_VIDEO_STREAM_STATUS', 0.0)","('MAV_CMD_REQUEST_CAMERA_INFORMATION', 0.0)","('MAV_CMD_STORAGE_FORMAT', 0.0)","('MAV_CMD_REQUEST_FLIGHT_INFORMATION', 0.0)","('MAV_CMD_STORAGE_FORMAT', 0.0)","('MAV_CMD_REQUEST_CAMERA_CAPTURE_STATUS', 0.0)","('MAV_CMD_REQUEST_CAMERA_CAPTURE_STATUS', 0.0)","('MAV_CMD_VIDEO_START_CAPTURE', 0.0)","('MAV_CMD_STORAGE_FORMAT', 0.0)","('MAV_CMD_STORAGE_FORMAT', 0.0)","('MAV_CMD_REQUEST_CAMERA_SETTINGS', 0.0)"
125,"('MAV_CMD_REQUEST_VIDEO_STREAM_INFORMATION', 0.0)","('MAV_CMD_REQUEST_CAMERA_SETTINGS', 0.0)","('MAV_CMD_VIDEO_START_STREAMING', 0.0)","('MAV_CMD_REQUEST_AUTOPILOT_CAPABILITIES', 0.0)","('MAV_CMD_REQUEST_VIDEO_STREAM_INFORMATION', 0.0)","('MAV_CMD_LOGGING_STOP', 0.0)","('MAV_CMD_RESET_CAMERA_SETTINGS', 0.0)","('MAV_CMD_REQUEST_CAMERA_SETTINGS', 0.0)","('MAV_CMD_SET_CAMERA_MODE', 0.0)","('MAV_CMD_REQUEST_FLIGHT_INFORMATION', 0.0)","('MAV_CMD_LOGGING_STOP', 0.0)","('MAV_CMD_LOGGING_START', 0.0)","('MAV_CMD_LOGGING_STOP', 0.0)","('MAV_CMD_LOGGING_STOP', 0.0)","('MAV_CMD_LOGGING_STOP', 0.0)","('MAV_CMD_LOGGING_STOP', 0.0)","('MAV_CMD_LOGGING_STOP', 0.0)","('MAV_CMD_REQUEST_FLIGHT_INFORMATION', 0.0)","('MAV_CMD_REQUEST_FLIGHT_INFORMATION', 0.0)","('MAV_CMD_LOGGING_START', 0.0)","('MAV_CMD_REQUEST_CAMERA_SETTINGS', 0.0)","('MAV_CMD_REQUEST_CAMERA_CAPTURE_STATUS', 0.0)","('MAV_CMD_RESET_CAMERA_SETTINGS', 0.0)","('MAV_CMD_REQUEST_CAMERA_CAPTURE_STATUS', 0.0)","('MAV_CMD_REQUEST_FLIGHT_INFORMATION', 0.0)","('MAV_CMD_REQUEST_FLIGHT_INFORMATION', 0.0)","('MAV_CMD_VIDEO_START_STREAMING', 0.0)","('MAV_CMD_REQUEST_CAMERA_CAPTURE_STATUS', 0.0)","('MAV_CMD_REQUEST_CAMERA_CAPTURE_STATUS', 0.0)","('MAV_CMD_REQUEST_STORAGE_INFORMATION', 0.0)"
126,"('MAV_CMD_REQUEST_VIDEO_STREAM_STATUS', 0.0)","('MAV_CMD_REQUEST_STORAGE_INFORMATION', 0.0)","('MAV_CMD_VIDEO_STOP_STREAMING', 0.0)","('MAV_CMD_REQUEST_CAMERA_INFORMATION', 0.0)","('MAV_CMD_REQUEST_VIDEO_STREAM_STATUS', 0.0)","('MAV_CMD_CONTROL_HIGH_LATENCY', 0.0)","('MAV_CMD_SET_CAMERA_MODE', 0.0)","('MAV_CMD_REQUEST_STORAGE_INFORMATION', 0.0)","('MAV_CMD_SET_STORAGE_USAGE', 0.0)","('MAV_CMD_RESET_CAMERA_SETTINGS', 0.0)","('MAV_CMD_CONTROL_HIGH_LATENCY', 0.0)","('MAV_CMD_LOGGING_STOP', 0.0)","('MAV_CMD_CONTROL_HIGH_LATENCY', 0.0)","('MAV_CMD_CONTROL_HIGH_LATENCY', 0.0)","('MAV_CMD_CONTROL_HIGH_LATENCY', 0.0)","('MAV_CMD_CONTROL_HIGH_LATENCY', 0.0)","('MAV_CMD_CONTROL_HIGH_LATENCY', 0.0)","('MAV_CMD_RESET_CAMERA_SETTINGS', 0.0)","('MAV_CMD_RESET_CAMERA_SETTINGS', 0.0)","('MAV_CMD_LOGGING_STOP', 0.0)","('MAV_CMD_REQUEST_STORAGE_INFORMATION', 0.0)","('MAV_CMD_RESET_CAMERA_SETTINGS', 0.0)","('MAV_CMD_SET_CAMERA_MODE', 0.0)","('MAV_CMD_REQUEST_FLIGHT_INFORMATION', 0.0)","('MAV_CMD_RESET_CAMERA_SETTINGS', 0.0)","('MAV_CMD_RESET_CAMERA_SETTINGS', 0.0)","('MAV_CMD_VIDEO_STOP_STREAMING', 0.0)","('MAV_CMD_RESET_CAMERA_SETTINGS', 0.0)","('MAV_CMD_REQUEST_FLIGHT_INFORMATION', 0.0)","('MAV_CMD_STORAGE_FORMAT', 0.0)"
127,"('MAV_CMD_LOGGING_START', 0.0)","('MAV_CMD_STORAGE_FORMAT', 0.0)","('MAV_CMD_REQUEST_VIDEO_STREAM_INFORMATION', 0.0)","('MAV_CMD_REQUEST_CAMERA_SETTINGS', 0.0)","('MAV_CMD_LOGGING_START', 0.0)","('MAV_CMD_DO_VTOL_TRANSITION', 0.0)","('MAV_CMD_SET_STORAGE_USAGE', 0.0)","('MAV_CMD_REQUEST_CAMERA_CAPTURE_STATUS', 0.0)","('MAV_CMD_JUMP_TAG', 0.0)","('MAV_CMD_SET_CAMERA_MODE', 0.0)","('MAV_CMD_PANORAMA_CREATE', 0.0)","('MAV_CMD_CONTROL_HIGH_LATENCY', 0.0)","('MAV_CMD_PANORAMA_CREATE', 0.0)","('MAV_CMD_PANORAMA_CREATE', 0.0)","('MAV_CMD_PANORAMA_CREATE', 0.0)","('MAV_CMD_PANORAMA_CREATE', 0.0)","('MAV_CMD_PANORAMA_CREATE', 0.0)","('MAV_CMD_SET_CAMERA_MODE', 0.0)","('MAV_CMD_SET_CAMERA_MODE', 0.0)","('MAV_CMD_CONTROL_HIGH_LATENCY', 0.0)","('MAV_CMD_STORAGE_FORMAT', 0.0)","('MAV_CMD_SET_STORAGE_USAGE', 0.0)","('MAV_CMD_JUMP_TAG', 0.0)","('MAV_CMD_RESET_CAMERA_SETTINGS', 0.0)","('MAV_CMD_SET_STORAGE_USAGE', 0.0)","('MAV_CMD_SET_STORAGE_USAGE', 0.0)","('MAV_CMD_REQUEST_VIDEO_STREAM_INFORMATION', 0.0)","('MAV_CMD_SET_CAMERA_MODE', 0.0)","('MAV_CMD_RESET_CAMERA_SETTINGS', 0.0)","('MAV_CMD_REQUEST_CAMERA_CAPTURE_STATUS', 0.0)"
128,"('MAV_CMD_LOGGING_STOP', 0.0)","('MAV_CMD_REQUEST_CAMERA_CAPTURE_STATUS', 0.0)","('MAV_CMD_REQUEST_VIDEO_STREAM_STATUS', 0.0)","('MAV_CMD_REQUEST_STORAGE_INFORMATION', 0.0)","('MAV_CMD_LOGGING_STOP', 0.0)","('MAV_CMD_ARM_AUTHORIZATION_REQUEST', 0.0)","('MAV_CMD_JUMP_TAG', 0.0)","('MAV_CMD_RESET_CAMERA_SETTINGS', 0.0)","('MAV_CMD_DO_JUMP_TAG', 0.0)","('MAV_CMD_SET_STORAGE_USAGE', 0.0)","('MAV_CMD_DO_VTOL_TRANSITION', 0.0)","('MAV_CMD_PANORAMA_CREATE', 0.0)","('MAV_CMD_DO_VTOL_TRANSITION', 0.0)","('MAV_CMD_DO_VTOL_TRANSITION', 0.0)","('MAV_CMD_DO_VTOL_TRANSITION', 0.0)","('MAV_CMD_DO_VTOL_TRANSITION', 0.0)","('MAV_CMD_DO_VTOL_TRANSITION', 0.0)","('MAV_CMD_SET_STORAGE_USAGE', 0.0)","('MAV_CMD_SET_STORAGE_USAGE', 0.0)","('MAV_CMD_PANORAMA_CREATE', 0.0)","('MAV_CMD_REQUEST_CAMERA_CAPTURE_STATUS', 0.0)","('MAV_CMD_JUMP_TAG', 0.0)","('MAV_CMD_DO_JUMP_TAG', 0.0)","('MAV_CMD_SET_CAMERA_MODE', 0.0)","('MAV_CMD_JUMP_TAG', 0.0)","('MAV_CMD_JUMP_TAG', 0.0)","('MAV_CMD_REQUEST_VIDEO_STREAM_STATUS', 0.0)","('MAV_CMD_SET_STORAGE_USAGE', 0.0)","('MAV_CMD_SET_STORAGE_USAGE', 0.0)","('MAV_CMD_REQUEST_FLIGHT_INFORMATION', 0.0)"
129,"('MAV_CMD_CONTROL_HIGH_LATENCY', 0.0)","('MAV_CMD_RESET_CAMERA_SETTINGS', 0.0)","('MAV_CMD_LOGGING_START', 0.0)","('MAV_CMD_STORAGE_FORMAT', 0.0)","('MAV_CMD_CONTROL_HIGH_LATENCY', 0.0)","('MAV_CMD_SET_GUIDED_SUBMODE_STANDARD', 0.0)","('MAV_CMD_DO_JUMP_TAG', 0.0)","('MAV_CMD_SET_STORAGE_USAGE', 0.0)","('MAV_CMD_DO_GIMBAL_MANAGER_PITCHYAW', 0.0)","('MAV_CMD_JUMP_TAG', 0.0)","('MAV_CMD_ARM_AUTHORIZATION_REQUEST', 0.0)","('MAV_CMD_DO_VTOL_TRANSITION', 0.0)","('MAV_CMD_ARM_AUTHORIZATION_REQUEST', 0.0)","('MAV_CMD_ARM_AUTHORIZATION_REQUEST', 0.0)","('MAV_CMD_ARM_AUTHORIZATION_REQUEST', 0.0)","('MAV_CMD_ARM_AUTHORIZATION_REQUEST', 0.0)","('MAV_CMD_ARM_AUTHORIZATION_REQUEST', 0.0)","('MAV_CMD_JUMP_TAG', 0.0)","('MAV_CMD_JUMP_TAG', 0.0)","('MAV_CMD_DO_VTOL_TRANSITION', 0.0)","('MAV_CMD_REQUEST_FLIGHT_INFORMATION', 0.0)","('MAV_CMD_DO_JUMP_TAG', 0.0)","('MAV_CMD_DO_GIMBAL_MANAGER_PITCHYAW', 0.0)","('MAV_CMD_JUMP_TAG', 0.0)","('MAV_CMD_DO_JUMP_TAG', 0.0)","('MAV_CMD_DO_JUMP_TAG', 0.0)","('MAV_CMD_LOGGING_START', 0.0)","('MAV_CMD_JUMP_TAG', 0.0)","('MAV_CMD_JUMP_TAG', 0.0)","('MAV_CMD_RESET_CAMERA_SETTINGS', 0.0)"
130,"('MAV_CMD_DO_VTOL_TRANSITION', 0.0)","('MAV_CMD_SET_STORAGE_USAGE', 0.0)","('MAV_CMD_LOGGING_STOP', 0.0)","('MAV_CMD_REQUEST_CAMERA_CAPTURE_STATUS', 0.0)","('MAV_CMD_DO_VTOL_TRANSITION', 0.0)","('MAV_CMD_SET_GUIDED_SUBMODE_CIRCLE', 0.0)","('MAV_CMD_DO_GIMBAL_MANAGER_PITCHYAW', 0.0)","('MAV_CMD_JUMP_TAG', 0.0)","('MAV_CMD_DO_GIMBAL_MANAGER_CONFIGURE', 0.0)","('MAV_CMD_DO_JUMP_TAG', 0.0)","('MAV_CMD_SET_GUIDED_SUBMODE_STANDARD', 0.0)","('MAV_CMD_ARM_AUTHORIZATION_REQUEST', 0.0)","('MAV_CMD_SET_GUIDED_SUBMODE_STANDARD', 0.0)","('MAV_CMD_SET_GUIDED_SUBMODE_STANDARD', 0.0)","('MAV_CMD_SET_GUIDED_SUBMODE_STANDARD', 0.0)","('MAV_CMD_SET_GUIDED_SUBMODE_STANDARD', 0.0)","('MAV_CMD_CONDITION_GATE', 0.0)","('MAV_CMD_DO_GIMBAL_MANAGER_CONFIGURE', 0.0)","('MAV_CMD_DO_GIMBAL_MANAGER_CONFIGURE', 0.0)","('MAV_CMD_ARM_AUTHORIZATION_REQUEST', 0.0)","('MAV_CMD_RESET_CAMERA_SETTINGS', 0.0)","('MAV_CMD_DO_GIMBAL_MANAGER_PITCHYAW', 0.0)","('MAV_CMD_DO_GIMBAL_MANAGER_CONFIGURE', 0.0)","('MAV_CMD_DO_JUMP_TAG', 0.0)","('MAV_CMD_DO_GIMBAL_MANAGER_PITCHYAW', 0.0)","('MAV_CMD_DO_GIMBAL_MANAGER_PITCHYAW', 0.0)","('MAV_CMD_LOGGING_STOP', 0.0)","('MAV_CMD_DO_JUMP_TAG', 0.0)","('MAV_CMD_DO_GIMBAL_MANAGER_PITCHYAW', 0.0)","('MAV_CMD_SET_STORAGE_USAGE', 0.0)"
131,"('MAV_CMD_ARM_AUTHORIZATION_REQUEST', 0.0)","('MAV_CMD_JUMP_TAG', 0.0)","('MAV_CMD_CONTROL_HIGH_LATENCY', 0.0)","('MAV_CMD_RESET_CAMERA_SETTINGS', 0.0)","('MAV_CMD_SET_GUIDED_SUBMODE_CIRCLE', 0.0)","('MAV_CMD_CONDITION_GATE', 0.0)","('MAV_CMD_DO_GIMBAL_MANAGER_CONFIGURE', 0.0)","('MAV_CMD_DO_GIMBAL_MANAGER_PITCHYAW', 0.0)","('MAV_CMD_IMAGE_START_CAPTURE', 0.0)","('MAV_CMD_DO_GIMBAL_MANAGER_PITCHYAW', 0.0)","('MAV_CMD_SET_GUIDED_SUBMODE_CIRCLE', 0.0)","('MAV_CMD_SET_GUIDED_SUBMODE_STANDARD', 0.0)","('MAV_CMD_SET_GUIDED_SUBMODE_CIRCLE', 0.0)","('MAV_CMD_SET_GUIDED_SUBMODE_CIRCLE', 0.0)","('MAV_CMD_SET_GUIDED_SUBMODE_CIRCLE', 0.0)","('MAV_CMD_SET_GUIDED_SUBMODE_CIRCLE', 0.0)","('MAV_CMD_NAV_FENCE_RETURN_POINT', 0.0)","('MAV_CMD_IMAGE_START_CAPTURE', 0.0)","('MAV_CMD_IMAGE_START_CAPTURE', 0.0)","('MAV_CMD_SET_GUIDED_SUBMODE_STANDARD', 0.0)","('MAV_CMD_SET_STORAGE_USAGE', 0.0)","('MAV_CMD_DO_GIMBAL_MANAGER_CONFIGURE', 0.0)","('MAV_CMD_IMAGE_START_CAPTURE', 0.0)","('MAV_CMD_DO_GIMBAL_MANAGER_PITCHYAW', 0.0)","('MAV_CMD_DO_GIMBAL_MANAGER_CONFIGURE', 0.0)","('MAV_CMD_DO_GIMBAL_MANAGER_CONFIGURE', 0.0)","('MAV_CMD_CONTROL_HIGH_LATENCY', 0.0)","('MAV_CMD_DO_GIMBAL_MANAGER_PITCHYAW', 0.0)","('MAV_CMD_DO_GIMBAL_MANAGER_CONFIGURE', 0.0)","('MAV_CMD_JUMP_TAG', 0.0)"
