,A.RTL1,A.RTL2,A.RTL3,A.RTL4,A.FLIP1,A.FLIP2,A.FLIP3,A.FLIPGeneral,A.ALTHOLD1,A.ALTHOLD2,A.CIRCLE1,A.CIRCLE2,A.CIRCLE3,A.CIRCLE4,A.CIRCLE5,A.CIRCLE6,A.CIRCLE7,A.LAND1,A.LAND2,A.AUTO1,A.BRAKE1,A.DRIFT1,A.LOITER1,A.GUIDED1,A.SPORT1,A.RC.FS1,A.RC.FS2,A.CHUTE1,A.GPS.FS1,A.GPS.FS2
73,"('MAV_CMD_DO_INVERTED_FLIGHT', 0.0)","('MAV_CMD_CONDITION_DELAY', 0.0)","('MAV_CMD_DO_SET_CAM_TRIGG_DIST', 0.0)","('MAV_CMD_NAV_PATHPLANNING', 0.0)","('MAV_CMD_DO_FENCE_ENABLE', 0.0)","('MAV_CMD_NAV_SET_YAW_SPEED', 0.0)","('MAV_CMD_DO_CHANGE_SPEED', 0.0)","('MAV_CMD_CONDITION_CHANGE_ALT', 0.0)","('MAV_CMD_DO_SET_RELAY', 0.0)","('MAV_CMD_CONDITION_DISTANCE', 0.0)","('MAV_CMD_DO_MOUNT_CONTROL_QUAT', 0.0)","('MAV_CMD_DO_MOUNT_CONTROL_QUAT', 0.0)","('MAV_CMD_DO_MOUNT_CONTROL_QUAT', 0.0)","('MAV_CMD_DO_MOUNT_CONTROL_QUAT', 0.0)","('MAV_CMD_DO_MOUNT_CONTROL_QUAT', 0.0)","('MAV_CMD_DO_MOUNT_CONTROL_QUAT', 0.0)","('MAV_CMD_NAV_SET_YAW_SPEED', 0.0)","('MAV_CMD_CONDITION_YAW', 0.0)","('MAV_CMD_CONDITION_YAW', 0.0)","('MAV_CMD_DO_SET_CAM_TRIGG_INTERVAL', 0.0)","('MAV_CMD_CONDITION_LAST', 0.0)","('MAV_CMD_DO_JUMP', 0.0)","('MAV_CMD_DO_SET_RELAY', 0.0)","('MAV_CMD_DO_CHANGE_SPEED', 0.0)","('MAV_CMD_DO_CHANGE_SPEED', 0.0)","('MAV_CMD_DO_SET_HOME', 0.0)","('MAV_CMD_DO_MOUNT_CONTROL', 0.0)","('MAV_CMD_NAV_LAST', 0.0)","('MAV_CMD_NAV_GUIDED_ENABLE', 0.0)","('MAV_CMD_DO_FOLLOW_REPOSITION', 0.0)"
74,"('MAV_CMD_DO_GRIPPER', 0.0)","('MAV_CMD_CONDITION_DISTANCE', 0.0)","('MAV_CMD_DO_FENCE_ENABLE', 0.0)","('MAV_CMD_NAV_SPLINE_WAYPOINT', 0.0)","('MAV_CMD_DO_PARACHUTE', 0.0)","('MAV_CMD_DO_SET_CAM_TRIGG_INTERVAL', 0.0)","('MAV_CMD_DO_SET_HOME', 0.0)","('MAV_CMD_CONDITION_YAW', 0.0)","('MAV_CMD_DO_REPEAT_RELAY', 0.0)","('MAV_CMD_CONDITION_YAW', 0.0)","('MAV_CMD_DO_GUIDED_MASTER', 0.0)","('MAV_CMD_DO_GUIDED_MASTER', 0.0)","('MAV_CMD_DO_GUIDED_MASTER', 0.0)","('MAV_CMD_DO_GUIDED_MASTER', 0.0)","('MAV_CMD_DO_GUIDED_MASTER', 0.0)","('MAV_CMD_DO_GUIDED_MASTER', 0.0)","('MAV_CMD_DO_SET_CAM_TRIGG_INTERVAL', 0.0)","('MAV_CMD_CONDITION_LAST', 0.0)","('MAV_CMD_CONDITION_LAST', 0.0)","('MAV_CMD_DO_MOUNT_CONTROL_QUAT', 0.0)","('MAV_CMD_DO_SET_MODE', 0.0)","('MAV_CMD_DO_CHANGE_SPEED', 0.0)","('MAV_CMD_DO_REPEAT_RELAY', 0.0)","('MAV_CMD_DO_SET_HOME', 0.0)","('MAV_CMD_DO_SET_HOME', 0.0)","('MAV_CMD_DO_SET_RELAY', 0.0)","('MAV_CMD_DO_SET_CAM_TRIGG_DIST', 0.0)","('MAV_CMD_CONDITION_DELAY', 0.0)","('MAV_CMD_NAV_LAST', 0.0)","('MAV_CMD_DO_ORBIT', 0.0)"
75,"('MAV_CMD_DO_AUTOTUNE_ENABLE', 0.0)","('MAV_CMD_CONDITION_YAW', 0.0)","('MAV_CMD_DO_PARACHUTE', 0.0)","('MAV_CMD_NAV_GUIDED_ENABLE', 0.0)","('MAV_CMD_DO_MOTOR_TEST', 0.0)","('MAV_CMD_DO_MOUNT_CONTROL_QUAT', 0.0)","('MAV_CMD_DO_SET_RELAY', 0.0)","('MAV_CMD_CONDITION_LAST', 0.0)","('MAV_CMD_DO_SET_SERVO', 0.0)","('MAV_CMD_CONDITION_LAST', 0.0)","('MAV_CMD_DO_GUIDED_LIMITS', 0.0)","('MAV_CMD_DO_GUIDED_LIMITS', 0.0)","('MAV_CMD_DO_GUIDED_LIMITS', 0.0)","('MAV_CMD_DO_GUIDED_LIMITS', 0.0)","('MAV_CMD_DO_GUIDED_LIMITS', 0.0)","('MAV_CMD_DO_GUIDED_LIMITS', 0.0)","('MAV_CMD_DO_GUIDED_MASTER', 0.0)","('MAV_CMD_DO_SET_MODE', 0.0)","('MAV_CMD_DO_SET_MODE', 0.0)","('MAV_CMD_DO_GUIDED_MASTER', 0.0)","('MAV_CMD_DO_JUMP', 0.0)","('MAV_CMD_DO_SET_RELAY', 0.0)","('MAV_CMD_DO_SET_SERVO', 0.0)","('MAV_CMD_DO_SET_RELAY', 0.0)","('MAV_CMD_DO_SET_RELAY', 0.0)","('MAV_CMD_DO_REPEAT_RELAY', 0.0)","('MAV_CMD_DO_FENCE_ENABLE', 0.0)","('MAV_CMD_CONDITION_DISTANCE', 0.0)","('MAV_CMD_CONDITION_DELAY', 0.0)","('MAV_CMD_NAV_PATHPLANNING', 0.0)"
76,"('MAV_CMD_NAV_SET_YAW_SPEED', 0.0)","('MAV_CMD_CONDITION_LAST', 0.0)","('MAV_CMD_DO_MOTOR_TEST', 0.0)","('MAV_CMD_NAV_DELAY', 0.0)","('MAV_CMD_DO_INVERTED_FLIGHT', 0.0)","('MAV_CMD_DO_GUIDED_MASTER', 0.0)","('MAV_CMD_DO_REPEAT_RELAY', 0.0)","('MAV_CMD_DO_SET_MODE', 0.0)","('MAV_CMD_DO_REPEAT_SERVO', 0.0)","('MAV_CMD_DO_SET_MODE', 0.0)","('MAV_CMD_DO_ENGINE_CONTROL', 0.0)","('MAV_CMD_DO_ENGINE_CONTROL', 0.0)","('MAV_CMD_DO_ENGINE_CONTROL', 0.0)","('MAV_CMD_DO_ENGINE_CONTROL', 0.0)","('MAV_CMD_DO_ENGINE_CONTROL', 0.0)","('MAV_CMD_DO_ENGINE_CONTROL', 0.0)","('MAV_CMD_DO_LAST', 0.0)","('MAV_CMD_DO_CHANGE_SPEED', 0.0)","('MAV_CMD_DO_CHANGE_SPEED', 0.0)","('MAV_CMD_DO_GUIDED_LIMITS', 0.0)","('MAV_CMD_DO_CHANGE_SPEED', 0.0)","('MAV_CMD_DO_REPEAT_RELAY', 0.0)","('MAV_CMD_DO_REPEAT_SERVO', 0.0)","('MAV_CMD_DO_REPEAT_RELAY', 0.0)","('MAV_CMD_DO_REPEAT_RELAY', 0.0)","('MAV_CMD_DO_SET_SERVO', 0.0)","('MAV_CMD_DO_PARACHUTE', 0.0)","('MAV_CMD_CONDITION_YAW', 0.0)","('MAV_CMD_CONDITION_CHANGE_ALT', 0.0)","('MAV_CMD_NAV_SPLINE_WAYPOINT', 0.0)"
77,"('MAV_CMD_DO_SET_CAM_TRIGG_INTERVAL', 0.0)","('MAV_CMD_DO_SET_MODE', 0.0)","('MAV_CMD_DO_INVERTED_FLIGHT', 0.0)","('MAV_CMD_NAV_LAST', 0.0)","('MAV_CMD_DO_GRIPPER', 0.0)","('MAV_CMD_DO_GUIDED_LIMITS', 0.0)","('MAV_CMD_DO_SET_SERVO', 0.0)","('MAV_CMD_DO_JUMP', 0.0)","('MAV_CMD_DO_SET_ACTUATOR', 0.0)","('MAV_CMD_DO_JUMP', 0.0)","('MAV_CMD_DO_LAST', 0.0)","('MAV_CMD_DO_LAST', 0.0)","('MAV_CMD_DO_LAST', 0.0)","('MAV_CMD_DO_LAST', 0.0)","('MAV_CMD_DO_LAST', 0.0)","('MAV_CMD_DO_LAST', 0.0)","('MAV_CMD_PREFLIGHT_CALIBRATION', 0.0)","('MAV_CMD_DO_SET_RELAY', 0.0)","('MAV_CMD_DO_SET_RELAY', 0.0)","('MAV_CMD_DO_ENGINE_CONTROL', 0.0)","('MAV_CMD_DO_SET_HOME', 0.0)","('MAV_CMD_DO_SET_SERVO', 0.0)","('MAV_CMD_DO_SET_ACTUATOR', 0.0)","('MAV_CMD_DO_SET_SERVO', 0.0)","('MAV_CMD_DO_SET_SERVO', 0.0)","('MAV_CMD_DO_REPEAT_SERVO', 0.0)","('MAV_CMD_DO_MOTOR_TEST', 0.0)","('MAV_CMD_CONDITION_LAST', 0.0)","('MAV_CMD_CONDITION_DISTANCE', 0.0)","('MAV_CMD_NAV_GUIDED_ENABLE', 0.0)"
78,"('MAV_CMD_DO_MOUNT_CONTROL_QUAT', 0.0)","('MAV_CMD_DO_JUMP', 0.0)","('MAV_CMD_DO_GRIPPER', 0.0)","('MAV_CMD_CONDITION_DELAY', 0.0)","('MAV_CMD_DO_AUTOTUNE_ENABLE', 0.0)","('MAV_CMD_DO_ENGINE_CONTROL', 0.0)","('MAV_CMD_DO_REPEAT_SERVO', 0.0)","('MAV_CMD_DO_CHANGE_SPEED', 0.0)","('MAV_CMD_DO_LAND_START', 0.0)","('MAV_CMD_DO_SET_RELAY', 0.0)","('MAV_CMD_PREFLIGHT_SET_SENSOR_OFFSETS', 0.0)","('MAV_CMD_PREFLIGHT_CALIBRATION', 0.0)","('MAV_CMD_PREFLIGHT_CALIBRATION', 0.0)","('MAV_CMD_PREFLIGHT_CALIBRATION', 0.0)","('MAV_CMD_PREFLIGHT_CALIBRATION', 0.0)","('MAV_CMD_PREFLIGHT_CALIBRATION', 0.0)","('MAV_CMD_PREFLIGHT_SET_SENSOR_OFFSETS', 0.0)","('MAV_CMD_DO_REPEAT_RELAY', 0.0)","('MAV_CMD_DO_REPEAT_RELAY', 0.0)","('MAV_CMD_DO_LAST', 0.0)","('MAV_CMD_DO_SET_RELAY', 0.0)","('MAV_CMD_DO_REPEAT_SERVO', 0.0)","('MAV_CMD_DO_LAND_START', 0.0)","('MAV_CMD_DO_REPEAT_SERVO', 0.0)","('MAV_CMD_DO_REPEAT_SERVO', 0.0)","('MAV_CMD_DO_CHANGE_ALTITUDE', 0.0)","('MAV_CMD_DO_GRIPPER', 0.0)","('MAV_CMD_DO_SET_MODE', 0.0)","('MAV_CMD_CONDITION_YAW', 0.0)","('MAV_CMD_NAV_DELAY', 0.0)"
79,"('MAV_CMD_DO_GUIDED_MASTER', 0.0)","('MAV_CMD_DO_CHANGE_SPEED', 0.0)","('MAV_CMD_DO_AUTOTUNE_ENABLE', 0.0)","('MAV_CMD_CONDITION_DISTANCE', 0.0)","('MAV_CMD_NAV_SET_YAW_SPEED', 0.0)","('MAV_CMD_DO_LAST', 0.0)","('MAV_CMD_DO_CHANGE_ALTITUDE', 0.0)","('MAV_CMD_DO_SET_RELAY', 0.0)","('MAV_CMD_DO_RALLY_LAND', 0.0)","('MAV_CMD_DO_REPEAT_RELAY', 0.0)","('MAV_CMD_PREFLIGHT_UAVCAN', 0.0)","('MAV_CMD_PREFLIGHT_SET_SENSOR_OFFSETS', 0.0)","('MAV_CMD_PREFLIGHT_SET_SENSOR_OFFSETS', 0.0)","('MAV_CMD_PREFLIGHT_SET_SENSOR_OFFSETS', 0.0)","('MAV_CMD_PREFLIGHT_SET_SENSOR_OFFSETS', 0.0)","('MAV_CMD_PREFLIGHT_SET_SENSOR_OFFSETS', 0.0)","('MAV_CMD_PREFLIGHT_UAVCAN', 0.0)","('MAV_CMD_DO_SET_SERVO', 0.0)","('MAV_CMD_DO_SET_SERVO', 0.0)","('MAV_CMD_PREFLIGHT_CALIBRATION', 0.0)","('MAV_CMD_DO_REPEAT_RELAY', 0.0)","('MAV_CMD_DO_CHANGE_ALTITUDE', 0.0)","('MAV_CMD_DO_RALLY_LAND', 0.0)","('MAV_CMD_DO_SET_ACTUATOR', 0.0)","('MAV_CMD_DO_CHANGE_ALTITUDE', 0.0)","('MAV_CMD_DO_SET_ACTUATOR', 0.0)","('MAV_CMD_DO_AUTOTUNE_ENABLE', 0.0)","('MAV_CMD_DO_JUMP', 0.0)","('MAV_CMD_CONDITION_LAST', 0.0)","('MAV_CMD_NAV_LAST', 0.0)"
80,"('MAV_CMD_DO_GUIDED_LIMITS', 0.0)","('MAV_CMD_DO_SET_RELAY', 0.0)","('MAV_CMD_NAV_SET_YAW_SPEED', 0.0)","('MAV_CMD_CONDITION_YAW', 0.0)","('MAV_CMD_DO_SET_CAM_TRIGG_INTERVAL', 0.0)","('MAV_CMD_PREFLIGHT_CALIBRATION', 0.0)","('MAV_CMD_DO_LAND_START', 0.0)","('MAV_CMD_DO_REPEAT_RELAY', 0.0)","('MAV_CMD_DO_GO_AROUND', 0.0)","('MAV_CMD_DO_SET_SERVO', 0.0)","('MAV_CMD_PREFLIGHT_STORAGE', 0.0)","('MAV_CMD_PREFLIGHT_UAVCAN', 0.0)","('MAV_CMD_PREFLIGHT_UAVCAN', 0.0)","('MAV_CMD_PREFLIGHT_UAVCAN', 0.0)","('MAV_CMD_PREFLIGHT_UAVCAN', 0.0)","('MAV_CMD_PREFLIGHT_UAVCAN', 0.0)","('MAV_CMD_PREFLIGHT_STORAGE', 0.0)","('MAV_CMD_DO_REPEAT_SERVO', 0.0)","('MAV_CMD_DO_REPEAT_SERVO', 0.0)","('MAV_CMD_PREFLIGHT_SET_SENSOR_OFFSETS', 0.0)","('MAV_CMD_DO_SET_SERVO', 0.0)","('MAV_CMD_DO_SET_ACTUATOR', 0.0)","('MAV_CMD_DO_GO_AROUND', 0.0)","('MAV_CMD_DO_LAND_START', 0.0)","('MAV_CMD_DO_SET_ACTUATOR', 0.0)","('MAV_CMD_DO_LAND_START', 0.0)","('MAV_CMD_NAV_SET_YAW_SPEED', 0.0)","('MAV_CMD_DO_CHANGE_SPEED', 0.0)","('MAV_CMD_DO_SET_MODE', 0.0)","('MAV_CMD_CONDITION_DELAY', 0.0)"
81,"('MAV_CMD_DO_ENGINE_CONTROL', 0.0)","('MAV_CMD_DO_REPEAT_RELAY', 0.0)","('MAV_CMD_DO_SET_CAM_TRIGG_INTERVAL', 0.0)","('MAV_CMD_CONDITION_LAST', 0.0)","('MAV_CMD_DO_MOUNT_CONTROL_QUAT', 0.0)","('MAV_CMD_PREFLIGHT_SET_SENSOR_OFFSETS', 0.0)","('MAV_CMD_DO_RALLY_LAND', 0.0)","('MAV_CMD_DO_SET_SERVO', 0.0)","('MAV_CMD_DO_PAUSE_CONTINUE', 0.0)","('MAV_CMD_DO_REPEAT_SERVO', 0.0)","('MAV_CMD_PREFLIGHT_REBOOT_SHUTDOWN', 0.0)","('MAV_CMD_PREFLIGHT_STORAGE', 0.0)","('MAV_CMD_PREFLIGHT_STORAGE', 0.0)","('MAV_CMD_PREFLIGHT_STORAGE', 0.0)","('MAV_CMD_PREFLIGHT_STORAGE', 0.0)","('MAV_CMD_PREFLIGHT_STORAGE', 0.0)","('MAV_CMD_PREFLIGHT_REBOOT_SHUTDOWN', 0.0)","('MAV_CMD_DO_CHANGE_ALTITUDE', 0.0)","('MAV_CMD_DO_CHANGE_ALTITUDE', 0.0)","('MAV_CMD_PREFLIGHT_UAVCAN', 0.0)","('MAV_CMD_DO_REPEAT_SERVO', 0.0)","('MAV_CMD_DO_LAND_START', 0.0)","('MAV_CMD_DO_PAUSE_CONTINUE', 0.0)","('MAV_CMD_DO_RALLY_LAND', 0.0)","('MAV_CMD_DO_LAND_START', 0.0)","('MAV_CMD_DO_RALLY_LAND', 0.0)","('MAV_CMD_DO_SET_CAM_TRIGG_INTERVAL', 0.0)","('MAV_CMD_DO_SET_RELAY', 0.0)","('MAV_CMD_DO_CHANGE_SPEED', 0.0)","('MAV_CMD_CONDITION_DISTANCE', 0.0)"
82,"('MAV_CMD_DO_LAST', 0.0)","('MAV_CMD_DO_SET_SERVO', 0.0)","('MAV_CMD_DO_MOUNT_CONTROL_QUAT', 0.0)","('MAV_CMD_DO_SET_MODE', 0.0)","('MAV_CMD_DO_GUIDED_MASTER', 0.0)","('MAV_CMD_PREFLIGHT_UAVCAN', 0.0)","('MAV_CMD_DO_GO_AROUND', 0.0)","('MAV_CMD_DO_REPEAT_SERVO', 0.0)","('MAV_CMD_DO_SET_REVERSE', 0.0)","('MAV_CMD_DO_LAND_START', 0.0)","('MAV_CMD_OVERRIDE_GOTO', 0.0)","('MAV_CMD_PREFLIGHT_REBOOT_SHUTDOWN', 0.0)","('MAV_CMD_PREFLIGHT_REBOOT_SHUTDOWN', 0.0)","('MAV_CMD_PREFLIGHT_REBOOT_SHUTDOWN', 0.0)","('MAV_CMD_PREFLIGHT_REBOOT_SHUTDOWN', 0.0)","('MAV_CMD_PREFLIGHT_REBOOT_SHUTDOWN', 0.0)","('MAV_CMD_OVERRIDE_GOTO', 0.0)","('MAV_CMD_DO_SET_ACTUATOR', 0.0)","('MAV_CMD_DO_SET_ACTUATOR', 0.0)","('MAV_CMD_PREFLIGHT_STORAGE', 0.0)","('MAV_CMD_DO_CHANGE_ALTITUDE', 0.0)","('MAV_CMD_DO_RALLY_LAND', 0.0)","('MAV_CMD_DO_SET_REVERSE', 0.0)","('MAV_CMD_DO_GO_AROUND', 0.0)","('MAV_CMD_DO_RALLY_LAND', 0.0)","('MAV_CMD_DO_GO_AROUND', 0.0)","('MAV_CMD_DO_MOUNT_CONTROL_QUAT', 0.0)","('MAV_CMD_DO_REPEAT_RELAY', 0.0)","('MAV_CMD_DO_SET_HOME', 0.0)","('MAV_CMD_CONDITION_YAW', 0.0)"
83,"('MAV_CMD_PREFLIGHT_CALIBRATION', 0.0)","('MAV_CMD_DO_REPEAT_SERVO', 0.0)","('MAV_CMD_DO_GUIDED_MASTER', 0.0)","('MAV_CMD_DO_JUMP', 0.0)","('MAV_CMD_DO_GUIDED_LIMITS', 0.0)","('MAV_CMD_PREFLIGHT_STORAGE', 0.0)","('MAV_CMD_DO_PAUSE_CONTINUE', 0.0)","('MAV_CMD_DO_CHANGE_ALTITUDE', 0.0)","('MAV_CMD_DO_CONTROL_VIDEO', 0.0)","('MAV_CMD_DO_RALLY_LAND', 0.0)","('MAV_CMD_OBLIQUE_SURVEY', 0.0)","('MAV_CMD_OVERRIDE_GOTO', 0.0)","('MAV_CMD_OVERRIDE_GOTO', 0.0)","('MAV_CMD_OVERRIDE_GOTO', 0.0)","('MAV_CMD_OVERRIDE_GOTO', 0.0)","('MAV_CMD_OVERRIDE_GOTO', 0.0)","('MAV_CMD_MISSION_START', 0.0)","('MAV_CMD_DO_RALLY_LAND', 0.0)","('MAV_CMD_DO_RALLY_LAND', 0.0)","('MAV_CMD_PREFLIGHT_REBOOT_SHUTDOWN', 0.0)","('MAV_CMD_DO_SET_ACTUATOR', 0.0)","('MAV_CMD_DO_GO_AROUND', 0.0)","('MAV_CMD_DO_CONTROL_VIDEO', 0.0)","('MAV_CMD_DO_PAUSE_CONTINUE', 0.0)","('MAV_CMD_DO_GO_AROUND', 0.0)","('MAV_CMD_DO_SET_REVERSE', 0.0)","('MAV_CMD_DO_GUIDED_MASTER', 0.0)","('MAV_CMD_DO_REPEAT_SERVO', 0.0)","('MAV_CMD_DO_SET_RELAY', 0.0)","('MAV_CMD_CONDITION_LAST', 0.0)"
84,"('MAV_CMD_PREFLIGHT_SET_SENSOR_OFFSETS', 0.0)","('MAV_CMD_DO_SET_ACTUATOR', 0.0)","('MAV_CMD_DO_GUIDED_LIMITS', 0.0)","('MAV_CMD_DO_SET_RELAY', 0.0)","('MAV_CMD_DO_ENGINE_CONTROL', 0.0)","('MAV_CMD_PREFLIGHT_REBOOT_SHUTDOWN', 0.0)","('MAV_CMD_DO_SET_REVERSE', 0.0)","('MAV_CMD_DO_SET_ACTUATOR', 0.0)","('MAV_CMD_DO_DIGICAM_CONFIGURE', 0.0)","('MAV_CMD_DO_GO_AROUND', 0.0)","('MAV_CMD_MISSION_START', 0.0)","('MAV_CMD_OBLIQUE_SURVEY', 0.0)","('MAV_CMD_MISSION_START', 0.0)","('MAV_CMD_MISSION_START', 0.0)","('MAV_CMD_MISSION_START', 0.0)","('MAV_CMD_MISSION_START', 0.0)","('MAV_CMD_ACTUATOR_TEST', 0.0)","('MAV_CMD_DO_GO_AROUND', 0.0)","('MAV_CMD_DO_GO_AROUND', 0.0)","('MAV_CMD_OVERRIDE_GOTO', 0.0)","('MAV_CMD_DO_LAND_START', 0.0)","('MAV_CMD_DO_SET_REVERSE', 0.0)","('MAV_CMD_DO_DIGICAM_CONFIGURE', 0.0)","('MAV_CMD_DO_SET_REVERSE', 0.0)","('MAV_CMD_DO_SET_REVERSE', 0.0)","('MAV_CMD_DO_CONTROL_VIDEO', 0.0)","('MAV_CMD_DO_GUIDED_LIMITS', 0.0)","('MAV_CMD_DO_LAND_START', 0.0)","('MAV_CMD_DO_SET_SERVO', 0.0)","('MAV_CMD_DO_SET_MODE', 0.0)"
85,"('MAV_CMD_PREFLIGHT_UAVCAN', 0.0)","('MAV_CMD_DO_LAND_START', 0.0)","('MAV_CMD_DO_ENGINE_CONTROL', 0.0)","('MAV_CMD_DO_REPEAT_RELAY', 0.0)","('MAV_CMD_DO_LAST', 0.0)","('MAV_CMD_MISSION_START', 0.0)","('MAV_CMD_DO_CONTROL_VIDEO', 0.0)","('MAV_CMD_DO_LAND_START', 0.0)","('MAV_CMD_DO_DIGICAM_CONTROL', 0.0)","('MAV_CMD_DO_SET_REVERSE', 0.0)","('MAV_CMD_ACTUATOR_TEST', 0.0)","('MAV_CMD_MISSION_START', 0.0)","('MAV_CMD_ACTUATOR_TEST', 0.0)","('MAV_CMD_ACTUATOR_TEST', 0.0)","('MAV_CMD_ACTUATOR_TEST', 0.0)","('MAV_CMD_ACTUATOR_TEST', 0.0)","('MAV_CMD_CONFIGURE_ACTUATOR', 0.0)","('MAV_CMD_DO_PAUSE_CONTINUE', 0.0)","('MAV_CMD_DO_PAUSE_CONTINUE', 0.0)","('MAV_CMD_MISSION_START', 0.0)","('MAV_CMD_DO_RALLY_LAND', 0.0)","('MAV_CMD_DO_CONTROL_VIDEO', 0.0)","('MAV_CMD_DO_DIGICAM_CONTROL', 0.0)","('MAV_CMD_DO_CONTROL_VIDEO', 0.0)","('MAV_CMD_DO_CONTROL_VIDEO', 0.0)","('MAV_CMD_DO_DIGICAM_CONFIGURE', 0.0)","('MAV_CMD_DO_LAST', 0.0)","('MAV_CMD_DO_RALLY_LAND', 0.0)","('MAV_CMD_DO_CHANGE_ALTITUDE', 0.0)","('MAV_CMD_DO_JUMP', 0.0)"
86,"('MAV_CMD_PREFLIGHT_STORAGE', 0.0)","('MAV_CMD_DO_RALLY_LAND', 0.0)","('MAV_CMD_DO_LAST', 0.0)","('MAV_CMD_DO_SET_SERVO', 0.0)","('MAV_CMD_PREFLIGHT_SET_SENSOR_OFFSETS', 0.0)","('MAV_CMD_ACTUATOR_TEST', 0.0)","('MAV_CMD_DO_DIGICAM_CONFIGURE', 0.0)","('MAV_CMD_DO_RALLY_LAND', 0.0)","('MAV_CMD_DO_MOUNT_CONFIGURE', 0.0)","('MAV_CMD_DO_CONTROL_VIDEO', 0.0)","('MAV_CMD_CONFIGURE_ACTUATOR', 0.0)","('MAV_CMD_ACTUATOR_TEST', 0.0)","('MAV_CMD_CONFIGURE_ACTUATOR', 0.0)","('MAV_CMD_CONFIGURE_ACTUATOR', 0.0)","('MAV_CMD_CONFIGURE_ACTUATOR', 0.0)","('MAV_CMD_CONFIGURE_ACTUATOR', 0.0)","('MAV_CMD_COMPONENT_ARM_DISARM', 0.0)","('MAV_CMD_DO_SET_REVERSE', 0.0)","('MAV_CMD_DO_SET_REVERSE', 0.0)","('MAV_CMD_ACTUATOR_TEST', 0.0)","('MAV_CMD_DO_GO_AROUND', 0.0)","('MAV_CMD_DO_DIGICAM_CONFIGURE', 0.0)","('MAV_CMD_DO_MOUNT_CONFIGURE', 0.0)","('MAV_CMD_DO_DIGICAM_CONFIGURE', 0.0)","('MAV_CMD_DO_DIGICAM_CONFIGURE', 0.0)","('MAV_CMD_DO_DIGICAM_CONTROL', 0.0)","('MAV_CMD_PREFLIGHT_CALIBRATION', 0.0)","('MAV_CMD_DO_GO_AROUND', 0.0)","('MAV_CMD_DO_SET_ACTUATOR', 0.0)","('MAV_CMD_DO_SET_RELAY', 0.0)"
87,"('MAV_CMD_PREFLIGHT_REBOOT_SHUTDOWN', 0.0)","('MAV_CMD_DO_GO_AROUND', 0.0)","('MAV_CMD_PREFLIGHT_CALIBRATION', 0.0)","('MAV_CMD_DO_REPEAT_SERVO', 0.0)","('MAV_CMD_PREFLIGHT_UAVCAN', 0.0)","('MAV_CMD_CONFIGURE_ACTUATOR', 0.0)","('MAV_CMD_DO_DIGICAM_CONTROL', 0.0)","('MAV_CMD_DO_GO_AROUND', 0.0)","('MAV_CMD_DO_MOUNT_CONTROL', 0.0)","('MAV_CMD_DO_DIGICAM_CONFIGURE', 0.0)","('MAV_CMD_COMPONENT_ARM_DISARM', 0.0)","('MAV_CMD_CONFIGURE_ACTUATOR', 0.0)","('MAV_CMD_COMPONENT_ARM_DISARM', 0.0)","('MAV_CMD_COMPONENT_ARM_DISARM', 0.0)","('MAV_CMD_COMPONENT_ARM_DISARM', 0.0)","('MAV_CMD_COMPONENT_ARM_DISARM', 0.0)","('MAV_CMD_RUN_PREARM_CHECKS', 0.0)","('MAV_CMD_DO_CONTROL_VIDEO', 0.0)","('MAV_CMD_DO_CONTROL_VIDEO', 0.0)","('MAV_CMD_CONFIGURE_ACTUATOR', 0.0)","('MAV_CMD_DO_SET_REVERSE', 0.0)","('MAV_CMD_DO_DIGICAM_CONTROL', 0.0)","('MAV_CMD_DO_MOUNT_CONTROL', 0.0)","('MAV_CMD_DO_DIGICAM_CONTROL', 0.0)","('MAV_CMD_DO_DIGICAM_CONTROL', 0.0)","('MAV_CMD_DO_MOUNT_CONFIGURE', 0.0)","('MAV_CMD_PREFLIGHT_SET_SENSOR_OFFSETS', 0.0)","('MAV_CMD_DO_SET_REVERSE', 0.0)","('MAV_CMD_DO_RALLY_LAND', 0.0)","('MAV_CMD_DO_REPEAT_RELAY', 0.0)"
